Category,File Name,Format,Duration (s),Sample Rate,Bit Depth,Channels,Integrated,Max Momentary
Dialogue,al2011ma_e.wav,wav,10.80,44100,16,1,-24.48,-2.15
Dialogue,al2012rk_e.wav,wav,2.19,44100,16,1,-25.34,-6.32
Dialogue,al2013ma_e.wav,wav,8.50,44100,16,1,-22.13,-2.77
Dialogue,al8b01ge_e.wav,wav,5.26,44100,16,1,-18.44,-1.75
Dialogue,al8b02sr_e.wav,wav,2.81,44100,16,1,-19.54,-3.83
Dialogue,al8b03ge_e.wav,wav,4.68,44100,16,1,-18.29,-1.64
Dialogue,al8b04ge_e.wav,wav,4.25,44100,16,1,-20.50,-4.31
Dialogue,al8b05ge_e.wav,wav,4.43,44100,16,1,-19.44,-1.74
Dialogue,al8b06ad_e.wav,wav,7.29,44100,16,1,-22.46,-2.59
Dialogue,al8b07ge_e.wav,wav,1.93,44100,16,1,-20.11,-2.87
Dialogue,al8b08ad_e.wav,wav,4.66,44100,16,1,-23.21,-2.27
Dialogue,ar00at00_e.wav,wav,0.44,22050,16,1,-16.68,-0.90
Dialogue,ar00at01_e.wav,wav,0.42,22050,16,1,-16.42,-0.46
Dialogue,ar00at02_e.wav,wav,0.44,22050,16,1,-14.94,-0.58
Dialogue,ar00at03_e.wav,wav,0.54,22050,16,1,-14.51,-1.11
Dialogue,ar00at04_e.wav,wav,0.42,22050,16,1,-15.52,-1.01
Dialogue,ar00at05_e.wav,wav,0.47,22050,16,1,-14.88,-0.33
Dialogue,ar00co00_e.wav,wav,0.54,22050,16,1,-13.33,-0.70
Dialogue,ar00co01_e.wav,wav,0.60,22050,16,1,-13.63,-0.71
Dialogue,ar00co02_e.wav,wav,0.67,22050,16,1,-15.56,-0.74
Dialogue,ar00da00_e.wav,wav,0.51,22050,16,1,-14.97,-0.56
Dialogue,ar00da01_e.wav,wav,0.45,22050,16,1,-16.66,-1.77
Dialogue,ar00da02_e.wav,wav,0.52,22050,16,1,-13.74,-0.91
Dialogue,ar00da03_e.wav,wav,0.56,22050,16,1,-16.91,-1.32
Dialogue,ar00da04_e.wav,wav,0.72,22050,16,1,-15.20,-1.56
Dialogue,ar00da05_e.wav,wav,1.20,22050,16,1,-17.27,-1.44
Dialogue,ar00re00_e.wav,wav,0.52,22050,16,1,-15.72,-1.15
Dialogue,ar00re01_e.wav,wav,1.21,22050,16,1,-15.21,-1.25
Dialogue,ar00re02_e.wav,wav,0.74,22050,16,1,-15.61,-1.18
Dialogue,ar00re03_e.wav,wav,0.80,22050,16,1,-14.35,-0.73
Dialogue,aw0101wr_e.wav,wav,3.31,44100,16,1,-19.96,-2.83
Dialogue,aw0102wr_e.wav,wav,12.62,44100,16,1,-23.25,-2.25
Dialogue,aw0301sr_e.wav,wav,3.03,44100,16,1,-25.21,-5.45
Dialogue,aw0302dn_e.wav,wav,3.55,44100,16,1,-20.41,-3.75
Dialogue,aw0303do_e.wav,wav,2.61,44100,16,1,-19.23,-1.74
Dialogue,aw0304dn_e.wav,wav,9.61,44100,16,1,-23.18,-4.26
Dialogue,aw0305go_e.wav,wav,1.81,44100,16,1,-23.24,-2.64
Dialogue,aw0306dn_e.wav,wav,6.55,44100,16,1,-21.84,-2.49
Dialogue,aw0307sr_e.wav,wav,3.18,44100,16,1,-21.46,-2.33
Dialogue,aw0308dn_e.wav,wav,5.28,44100,16,1,-19.17,-3.77
Dialogue,aw0501dn_e.wav,wav,1.95,44100,16,1,-28.02,-9.39
Dialogue,aw0601wr_e.wav,wav,9.85,44100,16,1,-22.89,-4.69
Dialogue,aw0602al_e.wav,wav,4.08,44100,16,1,-21.52,-2.19
Dialogue,aw0603wr_e.wav,wav,6.01,44100,16,1,-22.04,-2.49
Dialogue,aw0604qh_e.wav,wav,4.55,44100,16,1,-20.41,-2.58
Dialogue,aw0605qh_e.wav,wav,4.37,44100,16,1,-20.67,-2.46
Dialogue,aw0606al_e.wav,wav,2.48,44100,16,1,-19.65,-3.29
Dialogue,aw0607qh_e.wav,wav,4.81,44100,16,1,-24.39,-4.16
Dialogue,aw0608al_e.wav,wav,4.00,44100,16,1,-21.89,-2.78
Dialogue,aw0609al_e.wav,wav,6.42,44100,16,1,-20.82,-4.96
Dialogue,aw0610qh_e.wav,wav,3.89,44100,16,1,-21.51,-3.55
Dialogue,aw0611sr_e.wav,wav,2.54,44100,16,1,-19.97,-2.56
Dialogue,aw0612do_e.wav,wav,2.34,44100,16,1,-22.31,-2.88
Dialogue,aw0613go_e.wav,wav,3.79,44100,16,1,-22.60,-4.67
Dialogue,aw0614do_e.wav,wav,2.27,44100,16,1,-22.94,-3.21
Dialogue,aw0615go_e.wav,wav,3.71,44100,16,1,-21.34,-4.14
Dialogue,aw0618qh_e.wav,wav,4.68,44100,16,1,-20.15,-2.85
Dialogue,aw0619qh_e.wav,wav,5.59,44100,16,1,-21.22,-2.57
Dialogue,aw0620sr_e.wav,wav,1.56,44100,16,1,-31.61,-12.43
Dialogue,aw0621qh_e.wav,wav,3.12,44100,16,1,-14.56,-3.36
Dialogue,aw0622al_e.wav,wav,2.87,44100,16,1,-18.65,-2.91
Dialogue,aw0623sr_e.wav,wav,2.52,44100,16,1,-20.00,-4.51
Dialogue,aw0624qh_e.wav,wav,4.77,44100,16,1,-20.54,-2.71
Dialogue,aw0625sr_e.wav,wav,3.79,44100,16,1,-22.00,-3.29
Dialogue,aw0626go_e.wav,wav,4.19,44100,16,1,-24.87,-3.80
Dialogue,aw0627sr_e.wav,wav,3.39,44100,16,1,-21.83,-3.17
Dialogue,aw0628qh_e.wav,wav,3.77,44100,16,1,-22.12,-2.51
Dialogue,aw0629sr_e.wav,wav,1.80,44100,16,1,-31.60,-12.50
Dialogue,aw1101dn_e.wav,wav,8.07,44100,16,1,-20.56,-3.78
Dialogue,aw11a1dn_e.wav,wav,7.68,44100,16,1,-21.34,-5.80
Dialogue,aw11a2sr_e.wav,wav,1.53,44100,16,1,-17.88,-2.09
Dialogue,ba00at00_e.wav,wav,1.44,44100,16,1,-19.00,-0.49
Dialogue,ba00at01_e.wav,wav,0.84,44100,16,1,-14.48,-0.64
Dialogue,ba00da00_e.wav,wav,0.68,44100,16,1,-13.84,-0.62
Dialogue,ba00da01_e.wav,wav,2.16,44100,16,1,-14.18,-0.42
Dialogue,ba00da02_e.wav,wav,1.74,44100,16,1,-15.26,-0.44
Dialogue,ba00ex00_e.wav,wav,1.37,44100,16,1,-19.75,-0.90
Dialogue,ba00ex01_e.wav,wav,1.46,44100,16,1,-14.97,-0.74
Dialogue,be00at00_e.wav,wav,0.39,22050,16,1,-15.30,-0.88
Dialogue,be00at01_e.wav,wav,0.43,22050,16,1,-12.76,-1.05
Dialogue,be00at02_e.wav,wav,1.24,22050,16,1,-14.80,-0.63
Dialogue,be00at03_e.wav,wav,1.89,22050,16,1,-13.78,-0.41
Dialogue,be00co00_e.wav,wav,0.58,22050,16,1,-14.40,-0.89
Dialogue,be00co01_e.wav,wav,0.66,22050,16,1,-14.99,-0.68
Dialogue,be00co02_e.wav,wav,0.86,22050,16,1,-14.02,-1.51
Dialogue,be00da00_e.wav,wav,0.38,22050,16,1,-17.24,-1.27
Dialogue,be00da01_e.wav,wav,0.30,22050,16,1,-13.32,-1.49
Dialogue,be00da02_e.wav,wav,0.59,22050,16,1,-15.03,-1.23
Dialogue,be00da03_e.wav,wav,0.78,22050,16,1,-13.91,-1.06
Dialogue,be00da05_e.wav,wav,1.46,22050,16,1,-20.33,-2.11
Dialogue,be00re01_e.wav,wav,2.93,22050,16,1,-18.18,-1.26
Dialogue,be00re02_e.wav,wav,1.26,22050,16,1,-15.37,-0.55
Dialogue,be00re03_e.wav,wav,1.63,22050,16,1,-15.87,-1.10
Dialogue,bo00at00_e.wav,wav,0.65,44100,16,1,-14.64,-0.70
Dialogue,bo00da00_e.wav,wav,0.62,44100,16,1,-12.87,-0.73
Dialogue,bo00da01_e.wav,wav,0.35,44100,16,1,-15.30,-0.71
Dialogue,bo00da02_e.wav,wav,0.98,44100,16,1,-13.36,-0.73
Dialogue,bo00da03_e.wav,wav,0.84,44100,16,1,-14.15,-1.05
Dialogue,bo00da04_e.wav,wav,2.46,44100,16,1,-17.19,-0.55
Dialogue,bo00ex00_e.wav,wav,1.19,44100,16,1,-16.66,-0.85
Dialogue,bo00ex01_e.wav,wav,1.68,44100,16,1,-15.77,-0.66
Dialogue,bo00ex02_e.wav,wav,0.95,44100,16,1,-17.41,-0.76
Dialogue,bo00ex03_e.wav,wav,0.93,44100,16,1,-12.36,-2.20
Dialogue,bo00ex04_e.wav,wav,1.12,44100,16,1,-15.16,-0.65
Dialogue,bo00ex05_e.wav,wav,1.03,44100,16,1,-16.51,-0.75
Dialogue,bo00ex06_e.wav,wav,1.52,44100,16,1,-18.89,-0.82
Dialogue,bo00ex07_e.wav,wav,1.33,44100,16,1,-19.88,-0.90
Dialogue,bo00ex08_e.wav,wav,1.81,44100,16,1,-13.76,-1.02
Dialogue,bo00ex09_e.wav,wav,1.35,44100,16,1,-15.69,-0.77
Dialogue,bo00ex10_e.wav,wav,1.43,44100,16,1,-20.09,-1.43
Dialogue,bo00ex11_e.wav,wav,2.10,44100,16,1,-13.98,-0.65
Dialogue,bo00ex12_e.wav,wav,1.73,44100,16,1,-18.55,-0.91
Dialogue,bo00ex13_e.wav,wav,1.22,44100,16,1,-15.27,-0.65
Dialogue,cl00at02_e.wav,wav,0.77,44100,16,1,-16.17,-1.01
Dialogue,cl00at03_1_e.wav,wav,0.71,44100,16,1,-10.63,-1.50
Dialogue,cl00at03_e.wav,wav,1.22,44100,16,1,-12.67,-2.42
Dialogue,cl00at04_e.wav,wav,1.81,44100,16,1,-18.12,-0.48
Dialogue,cl00at05_e.wav,wav,1.55,44100,16,1,-13.01,-1.06
Dialogue,cl00at08_e.wav,wav,1.60,44100,16,1,-21.47,-0.79
Dialogue,cl00at11_e.wav,wav,1.60,44100,16,1,-16.82,-1.37
Dialogue,cl00at13_e.wav,wav,1.63,44100,16,1,-17.17,-0.52
Dialogue,cl00da00_e.wav,wav,0.41,44100,16,1,-9.33,-1.20
Dialogue,cl00da01_e.wav,wav,0.46,44100,16,1,-9.28,-2.38
Dialogue,cl00da02_e.wav,wav,0.59,44100,16,1,-10.42,-2.36
Dialogue,cl00da03_e.wav,wav,0.66,44100,16,1,-13.14,-1.12
Dialogue,cl00da04_e.wav,wav,0.50,44100,16,1,-8.04,-1.33
Dialogue,cl00da05_e.wav,wav,1.36,44100,16,1,-13.70,-1.11
Dialogue,cl00da06_e.wav,wav,2.70,44100,16,1,-16.36,-0.49
Dialogue,cl00ex00_e.wav,wav,0.99,44100,16,1,-11.96,-1.80
Dialogue,cl00ex03_e.wav,wav,2.21,44100,16,1,-13.11,-2.39
Dialogue,cl00ex07_e.wav,wav,1.38,44100,16,1,-16.99,-0.98
Dialogue,dc0101do_e.wav,wav,1.31,44100,16,1,-24.12,-4.78
Dialogue,dc0102do_e.wav,wav,3.43,44100,16,1,-22.14,-5.15
Dialogue,dc0103do_e.wav,wav,4.70,44100,16,1,-22.41,-4.19
Dialogue,dc0104do_e.wav,wav,3.82,44100,16,1,-18.11,-4.16
Dialogue,dc0105do_e.wav,wav,4.36,44100,16,1,-23.05,-5.06
Dialogue,dc0106go_e.wav,wav,11.68,44100,16,1,-32.72,-11.85
Dialogue,dc0107do_e.wav,wav,1.52,44100,16,1,-16.98,-5.52
Dialogue,dc0108go_e.wav,wav,4.10,44100,16,1,-24.47,-7.38
Dialogue,dc0109do_e.wav,wav,5.47,44100,16,1,-24.49,-4.83
Dialogue,dc0110go_e.wav,wav,3.49,44100,16,1,-27.46,-7.95
Dialogue,dc0111do_e.wav,wav,2.37,44100,16,1,-24.29,-4.73
Dialogue,dc0112go_e.wav,wav,1.90,44100,16,1,-26.05,-7.20
Dialogue,dc0113do_e.wav,wav,3.95,44100,16,1,-21.03,-5.76
Dialogue,dc0114go_e.wav,wav,2.75,44100,16,1,-23.36,-5.82
Dialogue,dc0115do_e.wav,wav,1.25,44100,16,1,-21.13,-5.10
Dialogue,dc0116da_e.wav,wav,2.31,44100,16,1,-26.30,-7.93
Dialogue,dc0117do_e.wav,wav,1.61,44100,16,1,-24.76,-4.75
Dialogue,dc01a1go_e.wav,wav,2.01,44100,16,1,-22.06,-10.21
Dialogue,dc01a2go_e.wav,wav,3.12,44100,16,1,-35.73,-17.44
Dialogue,dc0201da_e.wav,wav,3.50,44100,16,1,-24.41,-5.93
Dialogue,dc0202mi_e.wav,wav,4.32,44100,16,1,-24.98,-8.22
Dialogue,dc0203go_e.wav,wav,3.08,44100,16,1,-26.49,-10.91
Dialogue,dc0204do_e.wav,wav,7.61,44100,16,1,-22.59,-4.80
Dialogue,dc0205mi_e.wav,wav,3.14,44100,16,1,-27.34,-7.70
Dialogue,dc0206do_e.wav,wav,2.87,44100,16,1,-24.65,-8.05
Dialogue,dc0207da_e.wav,wav,4.24,44100,16,1,-26.16,-6.50
Dialogue,dc0208mi_e.wav,wav,5.51,44100,16,1,-27.29,-7.35
Dialogue,dc0209ji_e.wav,wav,2.06,44100,16,1,-22.41,-8.24
Dialogue,dc0210ji_e.wav,wav,4.46,44100,16,1,-25.82,-7.27
Dialogue,dc0211mi_e.wav,wav,4.74,44100,16,1,-26.76,-8.17
Dialogue,dc0212do_e.wav,wav,2.30,44100,16,1,-22.02,-4.78
Dialogue,dc0301go_e.wav,wav,5.54,44100,16,1,-23.96,-4.83
Dialogue,dc0302ji_e.wav,wav,7.65,44100,16,1,-24.46,-7.12
Dialogue,dc0303do_e.wav,wav,1.59,44100,16,1,-25.10,-6.26
Dialogue,dc0304go_e.wav,wav,1.90,44100,16,1,-22.93,-5.41
Dialogue,dc0305go_e.wav,wav,6.34,44100,16,1,-22.37,-6.30
Dialogue,dc0306go_e.wav,wav,3.50,44100,16,1,-20.57,-5.60
Dialogue,dc0307do_e.wav,wav,1.99,44100,16,1,-22.02,-5.38
Dialogue,dc0308go_e.wav,wav,3.69,44100,16,1,-20.92,-5.45
Dialogue,dc0309do_e.wav,wav,2.28,44100,16,1,-29.29,-6.96
Dialogue,dc0310go_e.wav,wav,4.43,44100,16,1,-25.24,-8.03
Dialogue,dc0311do_e.wav,wav,5.16,44100,16,1,-20.82,-5.51
Dialogue,dc0312do_e.wav,wav,3.15,44100,16,1,-22.93,-6.16
Dialogue,dc0313do_e.wav,wav,1.79,44100,16,1,-17.83,-4.08
Dialogue,dc03a1do_e.wav,wav,3.73,44100,16,1,-19.44,-4.96
Dialogue,dc03a2go_e.wav,wav,4.02,44100,16,1,-21.86,-4.37
Dialogue,di0104kr.wav,wav,6.73,44100,16,1,-23.75,-6.26
Dialogue,di0301sl_e.wav,wav,3.04,44100,16,1,-22.84,-6.30
Dialogue,di0301sl.wav,wav,3.04,44100,16,1,-21.68,-8.77
Dialogue,di0302sl_e.wav,wav,2.47,44100,16,1,-20.97,-5.48
Dialogue,di0302sl.wav,wav,2.47,44100,16,1,-23.28,-7.97
Dialogue,di0303sl_e.wav,wav,3.22,44100,16,1,-21.97,-5.46
Dialogue,di0303sl.wav,wav,3.22,44100,16,1,-22.73,-9.35
Dialogue,di0304sl_e.wav,wav,1.90,44100,16,1,-20.48,-5.41
Dialogue,di0304sl.wav,wav,1.90,44100,16,1,-23.72,-8.88
Dialogue,di0305sl_e.wav,wav,2.37,44100,16,1,-20.89,-7.30
Dialogue,di0305sl.wav,wav,2.37,44100,16,1,-23.81,-8.27
Dialogue,di0306sl_e.wav,wav,3.01,44100,16,1,-18.87,-5.46
Dialogue,di0306sl.wav,wav,3.01,44100,16,1,-22.80,-7.89
