Category,File Name,Format,Duration (s),Sample Rate,Bit Depth,Channels,Integrated,Max Momentary
Dialogue,al20904do.wav,wav,3.35,48000,16,1,-11.57,-0.28
Dialogue,al20905ge.wav,wav,0.50,48000,16,1,-13.01,-1.05
Dialogue,al20906sr.wav,wav,1.41,48000,16,1,-12.49,-0.43
Dialogue,al20909ge.wav,wav,1.84,48000,16,1,-12.64,-0.49
Dialogue,al20910ge.wav,wav,0.76,48000,16,1,-11.80,-0.64
Dialogue,al20911Age_1.wav,wav,1.27,48000,16,1,-11.18,-0.42
Dialogue,al20911ge.wav,wav,4.42,48000,16,1,-10.19,-0.17
Dialogue,al20913sr.wav,wav,1.80,48000,16,1,-12.75,-0.43
Dialogue,al20914ad.wav,wav,1.81,48000,16,1,-14.97,-0.29
Dialogue,al20919do.wav,wav,1.49,48000,16,1,-11.19,-0.29
Dialogue,al20925do.wav,wav,1.15,48000,16,1,-12.63,-0.31
Dialogue,al20926go.wav,wav,1.45,48000,16,1,-14.48,-1.51
Dialogue,al20927ge.wav,wav,6.91,48000,16,1,-12.72,-0.49
Dialogue,al20928ad.wav,wav,3.04,48000,16,1,-12.88,-0.32
Dialogue,al20929ge.wav,wav,2.88,48000,16,1,-12.28,-0.49
Dialogue,al20930Age_1.wav,wav,1.87,48000,16,1,-15.30,-0.53
Dialogue,al20930Age_2.wav,wav,2.01,48000,16,1,-13.02,-0.49
Dialogue,al20930Age_3.wav,wav,1.62,48000,16,1,-19.65,-0.43
Dialogue,al20930Age_4.wav,wav,1.60,48000,16,1,-18.47,-0.51
Dialogue,al20930Age_5.wav,wav,2.40,48000,16,1,-14.09,-0.45
Dialogue,al20930Age.wav,wav,2.35,48000,16,1,-13.20,-0.51
Dialogue,al20930Bge.wav,wav,3.43,48000,16,1,-17.34,-0.53
Dialogue,al20930ge.wav,wav,10.58,48000,16,1,-12.22,-0.39
Dialogue,al20931do.wav,wav,1.46,48000,16,1,-13.85,-0.43
Dialogue,al20933sr.wav,wav,0.80,48000,16,1,-13.48,-0.44
Dialogue,ao02at00.wav,wav,0.39,22050,16,1,-11.60,-0.32
Dialogue,ao02at01.wav,wav,0.37,22050,16,1,-10.41,-0.33
Dialogue,ao02at03.wav,wav,0.66,22050,16,1,-10.64,-0.32
Dialogue,ao02co00.wav,wav,0.53,22050,16,1,-11.30,0.00
Dialogue,ao02co01.wav,wav,0.58,22050,16,1,-10.24,-0.29
Dialogue,ao02co02.wav,wav,0.62,22050,16,1,-11.20,-0.18
Dialogue,ao02da00.wav,wav,0.26,22050,16,1,-13.17,-0.39
Dialogue,ao02da01.wav,wav,0.27,22050,16,1,-10.53,-0.36
Dialogue,ao02da02.wav,wav,0.55,22050,16,1,-11.36,-0.21
Dialogue,ao02da03.wav,wav,0.63,22050,16,1,-9.98,-0.28
Dialogue,ao02da05.wav,wav,0.93,22050,16,1,-15.89,-0.45
Dialogue,ao02ex04.wav,wav,1.02,22050,16,1,-12.63,-0.29
Dialogue,ao02ex06.wav,wav,0.57,22050,16,1,-13.23,-0.31
Dialogue,ao02ex09.wav,wav,1.03,22050,16,1,-15.31,-0.30
Dialogue,ao02ex10.wav,wav,1.54,22050,16,1,-15.96,-0.28
Dialogue,ao02ex13.wav,wav,1.05,22050,16,1,-15.81,-0.29
Dialogue,ao02ex15.wav,wav,0.96,22050,16,1,-15.62,-0.28
Dialogue,ao02ex18.wav,wav,1.80,22050,16,1,-13.96,-0.31
Dialogue,bb10101sr.wav,wav,2.29,48000,16,1,-14.65,-0.44
Dialogue,bb10102do.wav,wav,2.58,48000,16,1,-13.69,-0.29
Dialogue,bb10103go.wav,wav,3.38,48000,16,1,-13.78,-0.44
Dialogue,bb10104sr.wav,wav,2.02,48000,16,1,-15.69,-0.46
Dialogue,bb10105Abe.wav,wav,1.89,48000,16,1,-13.79,-0.46
Dialogue,bb10105do.wav,wav,1.39,48000,16,1,-13.54,-0.25
Dialogue,bb10106go.wav,wav,4.39,48000,16,1,-14.39,-0.45
Dialogue,bb10107Abe.wav,wav,2.29,48000,16,1,-15.24,-0.49
Dialogue,bb10107sr.wav,wav,2.59,48000,16,1,-14.37,-0.27
Dialogue,bb10108do.wav,wav,1.44,48000,16,1,-14.27,-0.30
Dialogue,bb10109go.wav,wav,2.93,48000,16,1,-16.11,-0.49
Dialogue,bb10110sr.wav,wav,1.37,48000,16,1,-17.02,-0.43
Dialogue,bb10111do.wav,wav,2.17,48000,16,1,-14.42,-0.29
Dialogue,bb10202Ado.wav,wav,1.04,48000,16,1,-16.65,-0.40
Dialogue,bb10202Bdo.wav,wav,1.19,48000,16,1,-14.86,-0.35
Dialogue,bb10301sr.wav,wav,2.37,48000,16,1,-11.18,-0.42
Dialogue,bb10302do.wav,wav,2.80,48000,16,1,-10.66,-0.34
Dialogue,bb10303Bbe.wav,wav,1.31,48000,16,1,-10.99,-0.28
Dialogue,bb10303Cbe.wav,wav,1.58,48000,16,1,-11.97,0.00
Dialogue,bb10303sr.wav,wav,1.60,48000,16,1,-14.25,-0.42
Dialogue,bb10305go.wav,wav,1.64,48000,16,1,-12.51,-0.43
Dialogue,bb10307go.wav,wav,3.81,48000,16,1,-15.11,-0.45
Dialogue,bb10309do.wav,wav,2.49,48000,16,1,-12.18,-0.33
Dialogue,bb10402Bgo.wav,wav,1.65,48000,16,1,-15.34,-0.41
Dialogue,bb10402Cdo.wav,wav,1.34,48000,16,1,-20.60,-0.42
Dialogue,bb10402sr.wav,wav,2.22,48000,16,1,-15.29,-0.44
Dialogue,bb10403do_1.wav,wav,1.78,48000,16,1,-14.18,-0.42
Dialogue,bb10801sr.wav,wav,1.78,48000,16,1,-16.02,-0.50
Dialogue,bb10802Ado.wav,wav,1.84,48000,16,1,-13.20,-0.29
Dialogue,bb10802do.wav,wav,1.99,48000,16,1,-13.30,-0.41
Dialogue,bb11011Bpt.wav,wav,1.93,48000,16,1,-13.93,-0.34
Dialogue,bb11011co_3.wav,wav,4.32,48000,16,1,-14.65,-0.42
Dialogue,bb11402x3.wav,wav,10.87,48000,16,1,-18.26,-0.29
Dialogue,bb11403x3.wav,wav,8.11,48000,16,1,-15.87,-0.01
Dialogue,bb11410Bco.wav,wav,1.55,48000,16,1,-13.72,-0.49
Dialogue,bb11411Bbe.wav,wav,3.19,48000,16,1,-12.56,-0.46
Dialogue,bb11701bl.wav,wav,3.14,48000,16,1,-12.11,-0.52
Dialogue,bb11702be.wav,wav,2.84,48000,16,1,-14.42,-0.45
Dialogue,bb11801be.wav,wav,1.60,48000,16,1,-14.38,-0.49
Dialogue,bb11802bl.wav,wav,1.95,48000,16,1,-15.23,-0.28
Dialogue,bb11803Ado.wav,wav,1.80,48000,16,1,-15.11,-0.33
Dialogue,bb11803Bsr.wav,wav,1.50,48000,16,1,-16.99,-0.34
Dialogue,bb11803Cgo.wav,wav,2.07,48000,16,1,-12.45,-0.27
Dialogue,bb11901sr.wav,wav,1.71,48000,16,1,-13.58,-0.39
Dialogue,bb11902x3.wav,wav,2.41,48000,16,1,-13.83,-0.45
Dialogue,bb11903be.wav,wav,2.12,48000,16,1,-15.17,-0.26
Dialogue,bb11904x3.wav,wav,1.78,48000,16,1,-15.60,-0.47
Dialogue,bb11905sr.wav,wav,1.34,48000,16,1,-17.38,-0.45
Dialogue,bb11906be.wav,wav,2.39,48000,16,1,-17.29,-0.54
Dialogue,bb11907sr.wav,wav,3.05,48000,16,1,-12.96,-0.50
Dialogue,bb11909sr.wav,wav,2.33,48000,16,1,-14.59,-0.44
Dialogue,bb11910sr.wav,wav,4.61,48000,16,1,-13.58,-0.43
Dialogue,bb11911sr.wav,wav,3.97,48000,16,1,-12.93,-0.42
Dialogue,bb11913bl.wav,wav,2.00,48000,16,1,-13.65,-0.35
Dialogue,bb11914be.wav,wav,1.45,48000,16,1,-15.93,-0.50
Dialogue,bb11915be.wav,wav,8.78,48000,16,1,-17.49,-0.42
Dialogue,bb11916be.wav,wav,2.01,48000,16,1,-20.88,-2.76
Dialogue,bb11918bl.wav,wav,4.68,48000,16,1,-12.22,-0.12
Dialogue,bb11919Abe.wav,wav,4.03,48000,16,1,-19.43,-2.35
Dialogue,bb11919bl.wav,wav,3.27,48000,16,1,-13.50,-0.02
Dialogue,bb11920lu.wav,wav,3.89,48000,16,1,-14.83,-0.36
Dialogue,bb11921sr.wav,wav,1.81,48000,16,1,-13.26,-0.49
Dialogue,bb11922lu.wav,wav,2.49,48000,16,1,-16.03,-0.49
Dialogue,bb11923do.wav,wav,2.77,48000,16,1,-13.26,-0.23
Dialogue,bb11924co.wav,wav,8.53,48000,16,1,-14.27,-0.41
Dialogue,bb11925lu.wav,wav,3.30,48000,16,1,-15.99,-0.52
Dialogue,bb11926sr.wav,wav,3.59,48000,16,1,-12.74,-0.50
Dialogue,bb11927pt.wav,wav,2.15,48000,16,1,-13.71,-0.32
Dialogue,bb11928go.wav,wav,2.96,48000,16,1,-13.75,-0.45
